LanePointX,LanePointY
-1.246248,0.000000
-1.046158,0.000000
-0.845271,0.000000
-0.645314,0.000000
-0.446058,0.000000
-0.245958,0.000000
-0.045963,0.000000
0.153550,0.000000
0.353803,0.000000
0.553736,0.000000
0.753430,0.000000
0.954951,0.000000
1.154922,0.000000
1.353310,0.000000
1.553902,0.000000
1.753873,0.000000
1.953648,0.000000
2.153820,0.000000
2.353758,0.000000
2.553905,0.000000
2.753729,0.000000
2.953519,0.000000
3.152841,0.000000
3.352760,0.000000
3.553642,0.000000
3.752951,0.000000
3.953289,0.000000
4.154509,0.000000
4.354504,0.000000
4.552645,0.000000
4.753655,0.000000
4.953216,0.000000
5.153135,0.000000
5.354003,0.000000
5.553264,0.000000
5.752825,0.000000
5.953597,0.000000
6.153568,0.000000
6.353616,0.000000
6.552595,0.000000
6.754426,0.000000
6.953610,0.000000
7.153610,0.000000
7.354225,0.000000
7.553533,0.000000
7.753276,0.000000
7.953700,0.000000
8.153728,0.000000
8.352670,0.000000
8.552693,0.000000
8.753570,0.000000
8.953394,0.000000
9.153718,0.000000
9.353641,0.000000
9.553675,0.000000
9.753198,0.000000
9.953593,0.000000
10.153493,0.000000
10.353292,0.000000
10.553450,0.000000
10.753402,0.000000
10.952896,0.000000
11.153687,0.000000
11.353048,0.000000
11.553015,0.000000
11.753410,0.000000
11.953405,0.000000
12.153415,0.000000
12.354249,0.000000
12.554211,0.000000
12.754191,0.000000
12.953366,0.000000
13.153328,0.000000
13.353399,0.000000
13.553347,0.000000
13.753175,0.000000
13.953275,0.000000
14.152521,0.000000
14.353298,0.000000
14.553198,0.000000
14.752840,0.000000
14.953274,0.000000
15.153212,0.000000
15.353216,0.000000
15.553273,0.000000
15.752396,0.000000
15.952400,0.000000
16.152691,0.000000
16.353196,0.000000
16.553239,0.000000
16.753172,0.000000
16.953143,0.000000
17.153186,0.000000
17.353014,0.000000
17.553467,0.000000
17.753481,0.000000
17.952327,0.000000
18.153128,0.000000
18.353261,0.000000
18.553246,0.000000
18.753299,0.000000
18.953303,0.000000
19.153274,0.000000
19.352721,0.000000
19.553012,0.000000
19.753164,0.000000
19.952616,0.000000
20.153169,0.000000
20.353073,0.000000
20.552462,0.000000
20.752996,0.000000
20.952996,0.000000
21.152023,0.000000
21.353034,0.000000
21.553091,0.000000
21.752952,0.000000
21.953243,0.000000
22.153191,0.000000
22.353152,0.000000
22.552580,0.000000
22.752923,0.000000
22.952904,0.000000
23.152427,0.000000
23.352899,0.000000
23.552884,0.000000
23.752579,0.000000
23.952888,0.000000
24.152860,0.000000
24.352502,0.000000
24.553398,0.000000
24.753422,0.000000
24.953402,0.000000
25.152048,0.000000
25.352801,0.000000
25.552787,0.000000
25.752510,0.000000
25.952796,0.000000
26.152772,0.000000
26.352805,0.000000
26.552743,0.000000
26.752743,0.000000
26.951732,0.000000
27.151951,0.000000
27.352346,0.000000
27.551855,0.000000
27.752017,0.000000
27.952908,0.000000
28.152894,0.000000
28.352469,0.000000
28.552770,0.000000
28.752421,0.000000
28.952736,0.000000
29.152678,0.000000
29.352325,0.000000
29.552106,0.000000
29.753193,0.000000
29.951948,0.000000
30.151905,0.000000
30.352301,0.000000
30.552281,0.000000
30.751771,0.000000
30.952734,0.000000
31.152314,0.000000
31.352271,0.000000
31.552256,0.000000
31.752209,0.000000
31.952237,0.000000
32.152232,0.000000
32.352280,0.000000
32.552232,0.000000
32.752189,0.000000
32.952174,0.000000
33.152098,0.000000
33.352331,0.000000
33.551768,0.000000
33.752140,0.000000
33.951715,0.000000
34.152244,0.000000
34.351653,0.000000
34.552120,0.000000
34.751972,0.000000
34.952525,0.000000
35.152148,0.000000
35.351581,0.000000
35.552410,0.000000
35.752090,0.000000
35.952066,0.000000
36.151656,0.000000
36.352171,0.000000
36.551727,0.000000
36.752514,0.000000
36.952099,0.000000
37.151736,0.000000
